address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"Kinh Dương Vương, Phường An Lạc, TP Hồ Chí Minh",76,,,Đông Nam,,2,2,,Have certificate,,7.38,2026
"Đường Hiệp Thành 18, Phường Tân Thới Hiệp, TP Hồ Chí Minh",148,,,Đông Nam,,3,5,5,Have certificate,Full,12.98,2026
"Đường Dương Quảng Hàm, Phường An Nhơn, TP Hồ Chí Minh",52,,,,,,4,,Have certificate,Other,5.98,2026
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",68,,,Tây Nam,,3,4,4,Have certificate,Full,7,2026
"Đường Dương Tự Quán, Phường An Lạc, TP Hồ Chí Minh",17.4,,,Bắc,,2,1,2,Have certificate,,2.88,2026
"Đường Văn Cao, Phường Phú Thọ Hòa, TP Hồ Chí Minh",44,,,,,2,2,2,Have certificate,Basic,5.2,2026
"Đường Trần Xuân Soạn, Phường Tân Hưng, TP Hồ Chí Minh",120,,,,,4,3,4,Have certificate,Other,6.3,2026
"Đường Phạm Văn Chiêu, Phường Gò Vấp, TP Hồ Chí Minh",30,,,,,,2,2,Have certificate,,2.99,2026
"Đường Lạc Long Quân, Phường Tân Hòa, TP Hồ Chí Minh",50,,,,,,3,,Have certificate,,8,2026
"1, Phường Bình Phú, TP Hồ Chí Minh",110,,,,,8,10,,Have certificate,Full,17.9,2026
"Đường Tân Hòa Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",64,,,,,,3,2,Have certificate,,6.7,2026
"Đường Dương Quảng Hàm, Phường An Nhơn, TP Hồ Chí Minh",126,,,,,,10,,,,23.999,2026
"Đường Hoàng Ngân, Phường Phú Định, TP Hồ Chí Minh",119,,,,,,1,,Have certificate,,7.95,2026
"Đường Tô Ký, Phường Trung Mỹ Tây, TP Hồ Chí Minh",58,,,,,5,4,3,Have certificate,Basic,6.9,2026
"Đường Trần Thị Trọng, Phường Tân Sơn, TP Hồ Chí Minh",60,,,,,4,5,5,Have certificate,,7.9,2026
"zalo. 0767.745.313, Phường Bình Tiên, TP Hồ Chí Minh",68,,,,,5,5,5,Have certificate,Other,13.499,2026
"Đường Ni Sư Huỳnh Liên, Phường Bảy Hiền, TP Hồ Chí Minh",57.4,,,,,,8,,Have certificate,Other,11.5,2026
"Đường Cách Mạng Tháng 8, Phường Tân Sơn Nhất, TP Hồ Chí Minh",70,,,,,,7,,Have certificate,Other,11.99,2026
"Đường Bà Hom, Phường Phú Lâm, TP Hồ Chí Minh",75,,,,,,2,2,Have certificate,,6,2026
"Đường Hồ Học Lãm, Phường An Lạc, TP Hồ Chí Minh",38,,,,,2,2,,Have certificate,,3.39,2026
"Đường Tân Hương, Phường Tân Sơn Nhì, TP Hồ Chí Minh",80,,,,,5,4,5,Have certificate,Other,9.2,2026
"Hẻm 442 Quốc Lộ 1A, Phường An Phú Đông, TP Hồ Chí Minh",62,,,,,4,4,4,Have certificate,Full,5.5,2026
"Đường Nguyễn Sỹ Sách, Phường Tân Sơn, TP Hồ Chí Minh",40,,,Đông Bắc,,2,2,2,Have certificate,Full,3.99,2026
"Đường số 51, Phường An Hội Tây, TP Hồ Chí Minh",20,,,,,2,2,2,Have certificate,Full,2.99,2026
"Đường Trần Hưng Đạo, Phường Chợ Quán, TP Hồ Chí Minh",18,,,,,3,2,3,Have certificate,Basic,2.95,2026
"Đường Bùi Quang Là, Phường An Hội Tây, TP Hồ Chí Minh",66,,,Đông Bắc,,2,3,4,Have certificate,Other,6.95,2026
"Đường Quốc lộ 1, Phường Tam Bình, TP Hồ Chí Minh",88,,,Đông Nam,,,2,2,Have certificate,,5.1,2026
"Đường Bùi Quang Là, Phường An Hội Tây, TP Hồ Chí Minh",48,,,,,5,4,6,Have certificate,Other,6.58,2026
"Đường Nguyễn Duy Cung, Phường An Hội Tây, TP Hồ Chí Minh",88,,,,,5,6,6,Have certificate,Other,10.9,2026
"1092, Phường Tân Mỹ, TP Hồ Chí Minh",30,,,Đông,,2,2,2,Shared certificate,Basic,1.78,2026
"Đường Nguyễn Văn Nghi, Phường Hạnh Thông, TP Hồ Chí Minh",12,,,,,3,2,3,Have certificate,Basic,2.75,2026
"Đường Bình Long, Phường Phú Thạnh, TP Hồ Chí Minh",56,,,,,3,3,3,Have certificate,Other,5,2026
"Đường Tân Mỹ, Phường Tân Thuận, TP Hồ Chí Minh",39.4,,,,,4,4,3,Have certificate,Full,7.95,2026
"Phước Long B, Phường Phước Long, TP Hồ Chí Minh",136,,,,,,4,,,,19.4,2026
"Đường số 1A, Phường An Lạc, TP Hồ Chí Minh",126,,,,,4,5,6,Have certificate,,16.8,2026
"Đường số 9, Phường Linh Xuân, TP Hồ Chí Minh",71,,,,,2,2,2,Have certificate,,5.65,2026
"Hẻm 154/1 Cống Lở, Phường Tân Sơn, TP Hồ Chí Minh",80,,,Tây Nam,,4,4,5,Have certificate,Other,10.5,2026
"Đường Số 8, Phường Tân Hưng, TP Hồ Chí Minh",225,,,,,,4,,Have certificate,,45,2026
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",35,,,,,4,4,,Have certificate,,4.74,2026
"Đường Lạc Long Quân, Phường Hòa Bình, TP Hồ Chí Minh",21.4,,,,,4,2,1,Have certificate,Full,4.3,2026
"Đường Bùi Đình Tuý, Phường Bình Thạnh, TP Hồ Chí Minh",55.7,,,,,1,2,2,Have certificate,Full,5.999,2026
"Nguyễn Duy Dương P4 Quận 10, Phường Vườn Lài, TP Hồ Chí Minh",33,,,,,,1,1,,,5.2,2026
"Đường Số 11, Phường Thủ Đức, TP Hồ Chí Minh",102,,,,,,4,4,Have certificate,,6.9,2026
"Đường số 28, Phường Hiệp Bình, TP Hồ Chí Minh",52,,,,,2,2,2,Have certificate,,4.8,2026
"Đường Lê Trọng Tấn, Phường Bình Tân, TP Hồ Chí Minh",52,,,,,,2,2,Have certificate,Other,4.28,2026
"Đường Nguyễn Xiển, Phường Long Bình, TP Hồ Chí Minh",203,,,,,,3,,Have certificate,,12,2026
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",75,,,,,4,4,5,Have certificate,Other,7,2026
"Đường Nguyễn Thị Định, Phường Bình Trưng, TP Hồ Chí Minh",56,,,,,,4,5,Have certificate,,6.6,2026
"Đường Thạnh Xuân 25, Phường Thới An, TP Hồ Chí Minh",60,,,Đông,,4,5,5,Have certificate,Other,6.29,2026
"Đường Hoàng Sa, Phường Nhiêu Lộc, TP Hồ Chí Minh",55,,,,,,3,3,,,7.5,2026
"Đường Cách Mạng Tháng 8, Phường Vườn Lài, TP Hồ Chí Minh",20,,,,,,2,,,,3,2026
"Đường Nguyễn Tri Phương, Phường Hòa Hưng, TP Hồ Chí Minh",171,,,,,3,5,,Have certificate,Full,38,2026
"Đường số 9, Phường Linh Xuân, TP Hồ Chí Minh",56,,,,,1,2,1,Have certificate,Basic,4.6,2026
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, TP Hồ Chí Minh",52,,,Đông Nam,,2,3,2,Have certificate,Other,3.35,2026
"Đường Bắc Hải, Phường Tân Bình, TP Hồ Chí Minh",59,,,,,,6,,,,9.5,2026
"Đường Vườn Lài, Phường Phú Thọ Hòa, TP Hồ Chí Minh",50,,,,,,4,,Have certificate,Other,8.25,2026
"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, TP Hồ Chí Minh",36,,,,,,5,5,Have certificate,,7.2,2026
"Cầu Hậu Giang, Phường Bình Phú, TP Hồ Chí Minh",32,,,Đông Bắc,,2,2,2,Have certificate,Full,2.95,2026
"Đường Trịnh Đình Trọng, Phường Tân Phú, TP Hồ Chí Minh",65,,,,,,4,,Have certificate,Other,10.8,2026
"Đường Trần Quang Cơ, Phường Tân Thới Hiệp, TP Hồ Chí Minh",54,,,Đông,,3,4,5,Have certificate,Full,6.29,2026
"Đường Số 17, Phường Hiệp Bình, TP Hồ Chí Minh",70,,,,,4,4,5,Have certificate,Basic,13.5,2026
"Đường An Dương Vương, Phường An Lạc, TP Hồ Chí Minh",81,,,,,4,4,,Have certificate,,6.4,2026
"Hẻm 52 Thạnh Xuân 21, Phường Thới An, TP Hồ Chí Minh",75,,,Đông Bắc,,2,2,2,Have certificate,Full,3.69,2026
"Đường Liên khu 4-5, Phường Bình Tân, TP Hồ Chí Minh",48,,,,,2,3,2,Have certificate,Full,4.29,2026
"Đường Kênh Tân Hóa, Phường Tân Phú, TP Hồ Chí Minh",15,,,,,3,2,,Have certificate,,2.33,2026
"Đường Lạc Long Quân, Phường Bảy Hiền, TP Hồ Chí Minh",42,,,,,1,3,2,Have certificate,,4.95,2026
"Đường Xô Viết Nghệ Tĩnh, Phường Bình Thạnh, TP Hồ Chí Minh",60,,,,,,4,,Have certificate,,6.85,2026
"Đường Hoàng Hoa Thám, Phường Đức Nhuận, TP Hồ Chí Minh",31.5,,,,,3,5,4,Have certificate,Other,7.25,2026
"Đường số 20, Phường Long Bình, TP Hồ Chí Minh",184,,,,,,3,2,,,14.9,2026
"Đường Xô Viết Nghệ Tĩnh, Phường Bình Thạnh, TP Hồ Chí Minh",60,,,,,,4,,Have certificate,,6.85,2026
"Đường Hoàng Hoa Thám, Phường Đức Nhuận, TP Hồ Chí Minh",31.5,,,,,3,5,4,Have certificate,Other,7.25,2026
"623, Phường Xóm Chiếu, TP Hồ Chí Minh",111,,,,,1,5,5,Have certificate,Basic,7.86,2026
"Tth21, Phường Tân Thới Hiệp, TP Hồ Chí Minh",24,,,Nam,,1,2,2,Shared certificate,Full,1.05,2026
"Đường Lê Đức Thọ, Phường An Hội Đông, TP Hồ Chí Minh",94,,,,,1,2,,Have certificate,,8,2026
"Đường số 6, Phường Linh Xuân, TP Hồ Chí Minh",80,,,,,1,2,2,Have certificate,Basic,7,2026
"Đường Phạm Văn Chiêu, Phường An Hội Tây, TP Hồ Chí Minh",52,,,,,,4,,Have certificate,,6.6,2026
"78.1, Phường Bình Hưng Hòa, TP Hồ Chí Minh",83,,,Tây,,4,5,4,Have certificate,Other,7.99,2026
"Đường Mai Hắc Đế, Phường Phú Định, TP Hồ Chí Minh",144,,,,,3,5,,Have certificate,Other,11.5,2026
"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, TP Hồ Chí Minh",36,,,,,,5,5,Have certificate,,7.2,2026
"159, Phường Xóm Chiếu, TP Hồ Chí Minh",110,,,,,2,3,2,Have certificate,Basic,6.8,2026
"500, Phường Khánh Hội, TP Hồ Chí Minh",27,,,,,4,2,3,Have certificate,Full,4.2,2026
"3/2, Phường Hòa Hưng, TP Hồ Chí Minh",107,,,,,,6,,,Full,23.6,2026
"Đường Lê Đình Cẩn, Phường Tân Tạo, TP Hồ Chí Minh",33.6,,,Bắc,,1,2,1,Have certificate,Basic,3.59,2026
"Đường Phạm Văn Đồng, Phường Hạnh Thông, TP Hồ Chí Minh",30,,,,,,3,3,Have certificate,Full,5.28,2026
"Đường Nguyễn Ðình Chiểu, Phường Bàn Cờ, TP Hồ Chí Minh",24,,,,,,3,4,,,12.9,2026
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, TP Hồ Chí Minh",52,,,Đông Nam,,2,3,2,Have certificate,Other,3.35,2026
"8, Phường Phú Thuận, TP Hồ Chí Minh",136,,,,,2,4,3,Have certificate,Basic,15,2026
"Đường Trịnh Đình Trọng, Phường Tân Phú, TP Hồ Chí Minh",65,,,,,,4,,Have certificate,Other,10.8,2026
"Đường Phạm Văn Bạch, Phường Tân Sơn, TP Hồ Chí Minh",30,,,Đông Nam,,2,2,2,Have certificate,Full,3.85,2026
"Đường Hoàng Văn Thụ, Phường Tân Sơn Nhất, TP Hồ Chí Minh",75,,,,,,8,,,,9.9,2026
"Đường Phạm Văn Đồng, Phường Hiệp Bình, TP Hồ Chí Minh",95,,,,,3,5,5,Have certificate,,10.8,2026
"Đường số 57, Phường Tân Tạo, TP Hồ Chí Minh",50,,,Nam,,4,4,5,No certificate,,5.6,2026
"Đường Số 20, Phường Thủ Đức, TP Hồ Chí Minh",75.8,,,,,,4,4,Have certificate,,7.5,2026
"Đường Tân Quý, Phường Tân Sơn Nhì, TP Hồ Chí Minh",70,,,,,4,4,5,,Other,7.8,2026
"Bình Trưng Đông, Phường Bình Trưng, TP Hồ Chí Minh",80,,,,,2,3,3,Have certificate,,6.2,2026
"zalo 0767.745.313, Phường Bình Phú, TP Hồ Chí Minh",110,,,,,4,7,5,Have certificate,Other,20.49,2026
"zalo 0767.745.313, Phường Bình Phú, TP Hồ Chí Minh",72,,,,,4,4,4,Have certificate,Other,15.79,2026
"Đường Phạm Thế Hiển, Phường Chánh Hưng, TP Hồ Chí Minh",43,,,,,4,5,5,Have certificate,,7,2026
"Đường Nguyễn Thị Tư, Phường Long Trường, TP Hồ Chí Minh",115,,,,,3,4,4,Have certificate,Other,8.8,2026
"Đường Lương Trúc Đàm, Phường Phú Thạnh, TP Hồ Chí Minh",74,,,,,,3,4,,,8.9,2026
"Đường Phạm Văn Chiêu, Phường An Hội Tây, TP Hồ Chí Minh",51,,,,,2,2,,Have certificate,,4.95,2026
"Đường Bờ Bao, Phường Tân Sơn Nhì, TP Hồ Chí Minh",80,,,,,,4,,Have certificate,Other,10.5,2026
"Đường số 16, Phường An Lạc, TP Hồ Chí Minh",129,,,Đông,,3,3,3,Have certificate,Full,16.3,2026
"Nguyễn Duy Dương , Phường Vườn Lài, TP Hồ Chí Minh",35,,,,,2,2,2,Have certificate,,5.5,2026
"Đường Quang Trung, Phường Gò Vấp, TP Hồ Chí Minh",33.25,,,,,2,3,3,Have certificate,Other,4.98,2026
"Không số , Phường Thới An, TP Hồ Chí Minh",56,,,Đông Bắc,,1,2,1,Shared certificate,Basic,1.57,2026
"Đường Nguyễn Đình Chiểu, Phường Bàn Cờ, TP Hồ Chí Minh",20,,,,,2,2,1,Have certificate,,3.5,2026
"Đường Lê Quang Định, Phường Bình Lợi Trung, TP Hồ Chí Minh",40,,,,,,2,,Have certificate,,3.85,2026
"78/9, Xã Bà Điểm, TP Hồ Chí Minh",85,,,Đông Nam,,3,4,5,Have certificate,Other,6.77,2026
"Đường 6A, Phường An Lạc, TP Hồ Chí Minh",200,,,Tây,,3,4,4,Have certificate,Other,34.8,2026
"Đường Quang Trung, Phường An Hội Tây, TP Hồ Chí Minh",70,,,,,,2,,Have certificate,,4.845,2026
"Đường Dã Tượng, Phường Chánh Hưng, TP Hồ Chí Minh",57,,,Tây,,5,6,4,,,10.8,2026
"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, TP Hồ Chí Minh",135,,,,,3,4,4,Have certificate,,18.5,2026
"Đường Thống Nhất, Phường An Hội Đông, TP Hồ Chí Minh",191,,,,,,5,5,Have certificate,,13.5,2026
"Đường Điện Biên Phủ, Phường Gia Định, TP Hồ Chí Minh",52,,,,,,5,6,Have certificate,,6.99,2026
"Đường Nguyễn Thị Huê, Xã Bà Điểm, TP Hồ Chí Minh",40,,,,,,3,,,,3.45,2026
"Đường Số 28, Phường Cát Lái, TP Hồ Chí Minh",72.8,,,,,,4,5,Have certificate,,8.5,2026
"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, TP Hồ Chí Minh",50,,,,,3,4,,Have certificate,,4.58,2026
"7/28C, Phường An Lạc, TP Hồ Chí Minh",72,,,Tây,,1,8,4,Have certificate,,6.2,2026
"Đường Hoa Lan, Phường Cầu Kiệu, TP Hồ Chí Minh",64,,,,,4,5,4,Have certificate,Basic,25.2,2026
"Đường Lạc Long Quân, Phường Tân Hòa, TP Hồ Chí Minh",20,,,Đông,,3,2,2,Have certificate,,3.6,2026
"Đường Quốc lộ 13, Phường Hiệp Bình, TP Hồ Chí Minh",60,,,Tây Bắc,,3,3,4,Have certificate,Basic,8.2,2026
"Phạm Văng Sáng, Xã Bà Điểm, TP Hồ Chí Minh",85,,,Đông Bắc,,3,4,3,Have certificate,Other,6.5,2026
"Đường An Dương Vương, Phường Bình Phú, TP Hồ Chí Minh",64,,,,,4,5,4,,,10.7,2026
"Đường Tân Hòa Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",59,,,Tây,,2,3,2,Have certificate,Full,4.78,2026
"1014/15/5, Phường Bình Hưng Hòa, TP Hồ Chí Minh",137,,,,,,9,6,Have certificate,,9.5,2026
"Đường Nguyễn Trọng Tuyển, Phường Cầu Kiệu, TP Hồ Chí Minh",32,,,,,3,2,3,Have certificate,Basic,8.75,2026
"Đường Tỉnh lộ 10, Phường An Lạc, TP Hồ Chí Minh",17,,,,,2,2,1,Have certificate,Basic,2.2,2026
"Đường Lê Đình Cẩn, Phường Bình Trị Đông, TP Hồ Chí Minh",323.2,,,,,,1,1,Have certificate,,24.5,2026
"Đường Nguyễn Văn Tạo, Xã Hiệp Phước, TP Hồ Chí Minh",93,,,,,,3,3,Have certificate,,4,2026
"Đường số 7, Phường Tam Bình, TP Hồ Chí Minh",56,,,,,2,2,2,Have certificate,Basic,3.5,2026
"Đường số 19, Phường An Lạc, TP Hồ Chí Minh",90,,,Nam,,4,4,5,Have certificate,Full,15.7,2026
"Đường Bà Hom, Phường Phú Lâm, TP Hồ Chí Minh",66,,,Bắc,,5,10,6,Have certificate,,9.5,2026
"Đường số 34, Phường An Lạc, TP Hồ Chí Minh",200,,,Đông,,4,6,6,Have certificate,Full,34,2026
"Thiên Phước, Phường Tân Hòa, TP Hồ Chí Minh",39,,,,,2,2,2,Have certificate,,6.5,2026
"Đường Tô Ký, Phường Trung Mỹ Tây, TP Hồ Chí Minh",80,,,Bắc,,2,3,3,Have certificate,Full,5.5,2026
"Đường Liên khu 5-6, Phường Bình Tân, TP Hồ Chí Minh",65,,,,,33,3,3,Have certificate,Other,5.89,2026
"Đường Nguyễn Văn Khối, Phường Thông Tây Hội, TP Hồ Chí Minh",24,,,Đông Nam,,2,2,2,Have certificate,Full,3.1,2026
"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, TP Hồ Chí Minh",95,,,,,5,7,6,Have certificate,Other,16.55,2026
"Đường Lê Đình Cẩn, Phường Tân Tạo, TP Hồ Chí Minh",40,,,,,2,2,2,Have certificate,,4.28,2026
"Đường số 48, Phường Hiệp Bình, TP Hồ Chí Minh",50,,,,,,2,2,,,6.7,2026
"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, TP Hồ Chí Minh",79,,,Tây Bắc,,2,3,2,Have certificate,,12.3,2026
"Đường 185, Phường Phước Long, TP Hồ Chí Minh",86,,,,,2,4,3,Have certificate,Full,6,2026
"Đường Bưng Ông Thoàn, Phường Long Trường, TP Hồ Chí Minh",53,,,Tây Nam,,3,4,3,Have certificate,Full,5.5,2026
"Đường Điện Biên Phủ, Phường Gia Định, TP Hồ Chí Minh",43,,,,,5,5,,Have certificate,Basic,7.8,2026
"Đường Ngô Quyền, Phường Vườn Lài, TP Hồ Chí Minh",39.2,,,,,3,3,3,,,7.1,2026
"Thới An 11, Phường Thới An, TP Hồ Chí Minh",96,,,Tây,,3,4,4,Have certificate,Full,6.19,2026
"Đường Trần Xuân Soạn, Phường Tân Hưng, TP Hồ Chí Minh",30,,,Đông Nam,,3,4,,Have certificate,Basic,4.95,2026
"30, Phường Tân Hưng, TP Hồ Chí Minh",48,,,,,2,2,,Have certificate,Full,5.4,2026
"148/11, Phường An Hội Tây, TP Hồ Chí Minh",28,,,Đông Bắc,,2,2,2,Have certificate,Other,2.9,2026
"Đường Trần Đại Nghĩa, Xã Tân Nhựt, TP Hồ Chí Minh",75,,,,,,2,2,Have certificate,Other,750,2026
"Đường Số 4, Phường Bình Tân, TP Hồ Chí Minh",49,,,Tây,,2,2,2,Have certificate,Other,3.25,2026
"Đường Quang Trung, Phường Gò Vấp, TP Hồ Chí Minh",52.5,,,,,,3,3,Have certificate,Other,6.7,2026
"Đường 3 Tháng 2, Phường Hòa Hưng, TP Hồ Chí Minh",108,,,Đông Bắc,,2,2,2,Have certificate,,23.5,2026
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",13,,,,,,1,,Have certificate,,1.78,2026
"333/12/31, Phường Tân Sơn Hòa, TP Hồ Chí Minh",80,,,,,2,3,3,Have certificate,,12.3,2026
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, TP Hồ Chí Minh",50,,,,,2,2,2,Shared certificate,,2.6,2026
"ĐƯỜNG TÂN LIÊM, Xã Bình Hưng, TP Hồ Chí Minh",112,,,,,2,3,3,Have certificate,Other,1.9,2026
"Đường Hoàng Trọng Mậu, Phường Tân Hưng, TP Hồ Chí Minh",30,,,,,3,4,3,Have certificate,Basic,5.4,2026
"Đường Huỳnh Tấn Phát, Phường Tân Thuận, TP Hồ Chí Minh",44,,,,,,3,,,,5,2026
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",56.6,,,,,,2,,,,3.215,2026
"Đường Số 40, Phường Hiệp Bình, TP Hồ Chí Minh",50,,,Tây,,5,5,6,Have certificate,Basic,8.5,2026
"Liên Khu 56, Phường Bình Tân, TP Hồ Chí Minh",68,,,,,1,3,2,Have certificate,Full,3.85,2026
"Phạm Văn Chiêu , Phường An Hội Tây, TP Hồ Chí Minh",98,,,,,,9,,Have certificate,,9.8,2026
"Đường Lê Văn Khương, Phường Tân Thới Hiệp, TP Hồ Chí Minh",65,,,,,,3,2,,,2.55,2026
"Gần Chợ Hiệp Bình , Phường Hiệp Bình, TP Hồ Chí Minh",32,,,,,,2,2,Shared certificate,,1.65,2026
"Tân Chánh Hiệp 03-07, Phường Trung Mỹ Tây, TP Hồ Chí Minh",69,,,Tây Bắc,,5,10,6,Have certificate,Other,9.89,2026
"Đường Số 4, Phường Thủ Đức, TP Hồ Chí Minh",97,,,Đông,,2,6,6,Have certificate,Full,7.7,2026
"Đường Thành Thái, Phường Diên Hồng, TP Hồ Chí Minh",48,,,,,4,4,,Have certificate,,8.5,2026
"Đường số 9, Phường Linh Xuân, TP Hồ Chí Minh",100,,,,,4,4,3,Have certificate,,8.615,2026
"Đường Phan Tây Hồ, Phường Cầu Kiệu, TP Hồ Chí Minh",26,,,,,2,2,2,,,4.5,2026
"Hẻm 373 Lý Thường Kiệt, Phường Tân Hòa, TP Hồ Chí Minh",79.5,,,,,,6,,Have certificate,Other,16.5,2026
"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, TP Hồ Chí Minh",43,,,Tây Bắc,,2,4,3,Have certificate,Full,7.2,2026
"Đông Hưng Thuận 3, Phường Đông Hưng Thuận, TP Hồ Chí Minh",64,,,,,,2,,Have certificate,,4.1,2026
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",82,,,Tây Bắc,,1,2,1,,,4.7,2026
"Đường Ni Sư Huỳnh Liên, Phường Bảy Hiền, TP Hồ Chí Minh",70,,,,,2,3,2,Have certificate,Full,7.6,2026
"Đường Hoàng Diệu 2, Phường Linh Xuân, TP Hồ Chí Minh",146,,,,,4,5,5,Have certificate,Other,17,2026
"đường số 18B, Phường Bình Trị Đông, TP Hồ Chí Minh",90,,,,,4,5,6,Have certificate,Other,8.29,2026
"Đường Bình Đông, Phường Phú Định, TP Hồ Chí Minh",47,,,,,,2,2,,,4.95,2026
"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",50,,,,,2,2,3,Have certificate,Full,10.19,2026
"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, TP Hồ Chí Minh",40,,,,,4,3,2,Have certificate,,6.09,2026
"Đường Lê Văn Quới, Phường Bình Hưng Hòa, TP Hồ Chí Minh",56,,,,,5,5,4,Have certificate,Full,7.15,2026
"Đường Quốc lộ 22, Xã Bà Điểm, TP Hồ Chí Minh",117,,,,,,3,,Have certificate,,3.89,2026
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",46,,,,,,3,,Have certificate,,4.68,2026
"Đường Ngô Tất Tố, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",42,,,,,2,2,2,Have certificate,Basic,5.19,2026
"Đường Tây Lân, Phường Bình Trị Đông, TP Hồ Chí Minh",41,,,Bắc,,3,4,3,Have certificate,,6.5,2026
"Đường Phùng Văn Cung, Phường Cầu Kiệu, TP Hồ Chí Minh",32,,,,,4,4,4,Have certificate,Other,7.58,2026
"Võ Duy Ninh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",70,,,,,2,3,3,Have certificate,Basic,5.7,2026
"Đường Thành Thái, Phường Diên Hồng, TP Hồ Chí Minh",43,,,,,3,4,3,Have certificate,,6.6,2026
"Đường Nguyễn Kiệm, Phường Hạnh Thông, TP Hồ Chí Minh",24,,,,,3,2,3,Have certificate,Full,3.99,2026
"Đường Số 9, Phường Thủ Đức, TP Hồ Chí Minh",54,,,,,3,4,4,Have certificate,Full,7,2026
"Đường Bãi Sậy, Phường Bình Tiên, TP Hồ Chí Minh",21,,,,,3,3,1,Have certificate,,2.59,2026
"Đường Thích Quảng Đức, Phường Đức Nhuận, TP Hồ Chí Minh",80,,,,,4,5,5,Have certificate,Full,16.5,2026
"Đường Số 9, Phường Long Trường, TP Hồ Chí Minh",72,,,,,2,1,1,Have certificate,,3.65,2026
"Đường Số 25, Phường Hiệp Bình, TP Hồ Chí Minh",246,,,,,4,5,6,Have certificate,Other,33,2026
"Đường Phan Văn Trị, Phường Gò Vấp, TP Hồ Chí Minh",60,,,,,,3,,Have certificate,,4.86,2026
"Đường Cách Mạng Tháng 8, Phường Tân Sơn Nhất, TP Hồ Chí Minh",42,,,,,2,3,3,Have certificate,,4.9,2026
"Đường Đinh Bộ Lĩnh, Phường Bình Thạnh, TP Hồ Chí Minh",115,,,,,2,3,2,Have certificate,Full,12.5,2026
"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, TP Hồ Chí Minh",63,,,,,,5,5,Have certificate,,14.9,2026
"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, TP Hồ Chí Minh",46,,,,,3,4,5,Have certificate,Full,7.55,2026
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",57,,,,,3,4,3,Have certificate,Basic,6.45,2026
"Phan Huy Ích, Phường An Hội Tây, TP Hồ Chí Minh",60,,,,,2,3,2,Have certificate,Basic,5.88,2026
"Đường Phú Định, Phường Phú Định, TP Hồ Chí Minh",92,,,,,3,3,3,,Other,6.999,2026
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, TP Hồ Chí Minh",100,,,,,,3,,Have certificate,,6.9,2026
"Đường Số 21, Xã Bình Hưng, TP Hồ Chí Minh",96,,,,,,10,,Have certificate,,11,2026
"23, Phường Bình Phú, TP Hồ Chí Minh",80,,,Tây,,3,4,4,Have certificate,,14,2026
"Đường Chu Văn An, Phường Bình Thạnh, TP Hồ Chí Minh",41,,,,,5,3,,Have certificate,Full,9.87,2026
"Đường Bùi Minh Trực, Phường Chánh Hưng, TP Hồ Chí Minh",30,,,,,,2,,,,3,2026
"Đường Lê Văn Khương, Phường Tân Thới Hiệp, TP Hồ Chí Minh",84,,,,,1,1,1,Have certificate,Basic,4.6,2026
"Đường Mỹ Huề 6, Xã Bà Điểm, TP Hồ Chí Minh",28.4,,,Tây,,2,2,2,Have certificate,,2.65,2026
"Đường Lê Thị Hoa, Phường Tam Bình, TP Hồ Chí Minh",60,,,,,2,2,2,Have certificate,Full,3.5,2026
"Đường Bùi Tư Toàn, Phường An Lạc, TP Hồ Chí Minh",78,,,Bắc,,4,4,3,Have certificate,Full,6.35,2026
"425, Phường Bảy Hiền, TP Hồ Chí Minh",71.8,,,,,4,4,,Have certificate,Other,21.5,2026
