address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"554/10, Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",50,,,,,3,6,6,,,7,2024
"2/20, Đường Cao Thắng, Phường 5, Quận 3, Hồ Chí Minh",60,,,,,3,6,6,Have certificate,,8,2024
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",22,6.8,5,,,4,3,3,Have certificate,,4.6,2024
"Đường Nguyễn Văn Lượng, Phường 10, Gò Vấp, Hồ Chí Minh",48,,,,,,5,,,,7.2,2024
"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",32,3.2,12,Bắc,Bắc,2,2,2,Have certificate,Basic,8.6,2024
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",108,6,16,,,3,4,4,Have certificate,Full,9.5,2024
"Đường Hòa Bình, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",57,,4,,,2,2,2,Have certificate,,4.95,2024
"Đường Giồng Cát, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",100,5,10,,,2,5,5,Have certificate,,1.3,2024
"Hẻm 193, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",60,4,40,,,5,4,5,Have certificate,Full,9.29,2024
"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",73,4,,,,3,4,5,Have certificate,,8.2,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",45,,7,,,3,3,2,Have certificate,Full,6.25,2024
"Đường Tân Thới Nhất 13, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",90,,,Đông Bắc,,,,,,,6.05,2024
"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60,5,7,Bắc,,3,4,3,Have certificate,,5.1,2024
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",30,,6,,,2,2,2,Have certificate,Full,2.08,2024
"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",54,4.5,5,Nam,Nam,2,2,2,Have certificate,Full,2.73,2024
"Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",80,,,,,4,5,,,,7.5,2024
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",85.8,6,,,,3,,,,,5.3,2024
"Đường Số 2, Phường Tân Quy, Quận 7, Hồ Chí Minh",55.4,3.9,,,,1,3,2,Have certificate,Basic,5,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",34.2,,,,,2,3,2,Have certificate,Full,4.9,2024
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",20,,,,,,1,1,,,1.2,2024
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",85,5.5,,,,1,4,4,Have certificate,Full,4.5,2024
"Đường Đặng Thúc Vịnh, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",111,3.8,40,,,1,2,2,Have certificate,Full,8.45,2024
"Đường Tân Sơn, Phường 15, Tân Bình, Hồ Chí Minh",38,42,3,,,2,2,2,Have certificate,Basic,3.4,2024
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",64,,8,,,4,4,5,Have certificate,,7.25,2024
"Phường 11, Phú Nhuận, Hồ Chí Minh",53,,,,,4,4,,,,7.09,2024
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",83,,,,,3,3,4,Have certificate,Full,7,2024
"Đường Đại lộ 3, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",84,4,12,Đông Bắc,,1,1,1,Have certificate,,6.6,2024
"Xóm Chiếu, Phường 15, Quận 4, Hồ Chí Minh",105,4.5,,,,1,,,,,9.7,2024
"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",36,,,,,1,2,2,Have certificate,Full,2.4,2024
"Đường Tôn Thất Thuyết, Phường 4, Quận 4, Hồ Chí Minh",39.5,,,,,4,3,3,Have certificate,,6.6,2024
"Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",64,4,,,,,,,Have certificate,,4.35,2024
"Đường 12, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",54,4.5,7,,,4,3,3,Have certificate,,4.8,2024
"Đường Lê Văn Thịnh, Phường Cát Lái, Quận 2, Hồ Chí Minh",104,,,,,2,4,4,Have certificate,,7.7,2024
"Đường 8, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",100,6,12,,,2,5,5,Have certificate,,4.5,2024
"Phường 16, Gò Vấp, Hồ Chí Minh",61.6,4.4,,,,,,,,,5.3,2024
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",86,,,,,3,3,4,Have certificate,Full,5.9,2024
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",56,,,,,,,,Have certificate,,4.4,2024
"Đường Số 19, Phường 8, Gò Vấp, Hồ Chí Minh",80,,4,,,2,2,2,Have certificate,,4.85,2024
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",56,4,5,Tây,Tây,4,5,4,Have certificate,Full,6.5,2024
"Hẻm 140, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",60,,,,,4,4,3,Have certificate,,4.75,2024
"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",125,,,,,3,4,4,Have certificate,,8.8,2024
"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50,,12,,,4,,,Have certificate,Full,5.9,2024
"Hẻm 105, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",55.2,,8,,,4,4,4,,,6.5,2024
"Đường Thống Nhất, Phường Tân Thành, Tân Phú, Hồ Chí Minh",60,4,6,Đông,Đông,3,4,4,Have certificate,Full,7.6,2024
"Đường Lâm Thị Hố, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",120,,,,,2,2,1,,,9.5,2024
"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",87.75,,,Tây Bắc,,2,3,3,Have certificate,Basic,4.75,2024
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",50.1,,7,Tây Nam,,4,4,5,Have certificate,Basic,5.25,2024
"Đường Nguyễn Thị Định, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",51.3,,,,,3,4,3,Have certificate,,5.8,2024
"Đường Lê Thị Chợ, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",85,5,16,Đông Nam,Đông Nam,5,5,4,Have certificate,Full,9.8,2024
"Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",196,7.4,,,,1,,,,,4.75,2024
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",64,5,,,,1,3,1,Have certificate,,4,2024
"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",54,,,,,4,6,4,Have certificate,Basic,6,2024
"Đường Phạm Văn Chiêu, Phường 10, Gò Vấp, Hồ Chí Minh",122,4,8,,,1,7,7,Have certificate,,9.3,2024
"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",40,,,,,5,3,5,Have certificate,Full,9,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",37,,,,,3,3,2,Have certificate,Full,6.25,2024
"Đường Bùi Đình Túy, Phường 26, Bình Thạnh, Hồ Chí Minh",37,3.4,3,,,3,5,3,Have certificate,Full,3.6,2024
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",46.3,4,5,Đông Bắc,Đông Bắc,4,4,5,Have certificate,Basic,5.7,2024
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",40,,,,,2,2,2,Have certificate,Full,3.96,2024
"Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",90,4.5,4,,,2,4,5,Have certificate,,4.29,2024
"Đường 22, Phường Phước Long B, Quận 9, Hồ Chí Minh",68,,12,Tây Bắc,Tây Bắc,3,3,3,Have certificate,Full,6.75,2024
"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",47,,,,,4,,,Have certificate,,6.7,2024
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",37,3.3,8,Đông Nam,Đông Nam,4,4,3,Have certificate,,8.8,2024
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",90,4,6,Đông Bắc,,3,3,3,Have certificate,,6,2024
"Đường Phạm Hữu Lầu, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",110,4,7,,,2,5,3,Have certificate,Full,6.2,2024
"Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",32,3,,,,3,4,3,Have certificate,Full,4.95,2024
"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",31,3.15,10,,,2,2,2,Have certificate,,8.6,2024
"Dự án Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",80,10,12,,,3,4,5,Have certificate,Full,6.08,2024
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",65,4,5,,,3,3,3,Have certificate,Basic,6.8,2024
"Đường Quốc lộ 1A, Phường An Phú Đông, Quận 12, Hồ Chí Minh",59.8,5,5,,,3,4,4,Have certificate,,4.5,2024
"Đường  Đỗ Nhuận, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",57,,,,,2,2,2,Have certificate,,4.8,2024
"Phường Phú Hữu, Quận 9, Hồ Chí Minh",81,,7,,,4,4,5,Have certificate,,6.29,2024
"Hẻm 551, Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",52,4,5,,,3,4,5,Have certificate,Full,4.78,2024
"Đường Thới An 16, Phường Thới An, Quận 12, Hồ Chí Minh",82,6.5,6,,,3,4,5,Have certificate,Full,5.5,2024
"Đường Tân Xuân 3, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",59,4.5,,,,2,2,2,Have certificate,,3.5,2024
"69, Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",100,,12,,,1,1,1,,,9.9,2024
"Phường An Lạc, Bình Tân, Hồ Chí Minh",40,4,5,,,4,6,6,Have certificate,Basic,4.95,2024
"Đường Tô Hiệu, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",62.7,,,,,,,,,,9.5,2024
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",56,4,,Tây,,4,4,4,Have certificate,,6.9,2024
"Đường Ấp Đình, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",90,5,,Nam,,2,4,2,Have certificate,,6.2,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",80,4,25,Đông Nam,Đông Nam,3,,,,Basic,9,2024
"Đường Nguyễn Lâm, Phường 3, Bình Thạnh, Hồ Chí Minh",50,4.1,5,,,4,4,5,Have certificate,Basic,8.8,2024
"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",46,3,4,,,5,5,4,Have certificate,Full,9,2024
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",45.2,4,4,,,1,2,2,Have certificate,,4.75,2024
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",100,,10,,,3,4,3,Have certificate,,9.9,2024
"Đường Chử Đồng Tử, Phường 7, Tân Bình, Hồ Chí Minh",50,8,,,,3,3,3,,,5,2024
"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",64,,8,Tây Bắc,Tây Bắc,4,4,5,Have certificate,Full,6.8,2024
"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",50.3,,6,,,5,7,,Have certificate,Full,9.5,2024
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",64,,,,,4,4,5,Have certificate,,6.6,2024
"Đường Số 7, Phường Long Trường, Quận 9, Hồ Chí Minh",65,,,,,1,3,2,,,3.9,2024
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",55,,12,,,3,3,3,Have certificate,Full,6.6,2024
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",60,,8,Đông Bắc,,3,3,4,Have certificate,Full,7.8,2024
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",56,,,,,3,3,4,,,6.1,2024
"Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",66,4,8,,,3,4,4,Have certificate,,5.85,2024
"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80,,12,,,4,4,5,Have certificate,Full,8.8,2024
"Đường Trường Chinh, Phường 15, Tân Bình, Hồ Chí Minh",85,4.2,8,,,4,4,5,Have certificate,Full,7.8,2024
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",70,,,,,2,2,2,Have certificate,Full,5,2024
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",121,9,,,,4,6,4,Have certificate,Full,8.3,2024
"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",33,,,,,5,3,5,,,8,2024
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",41,,,,,4,4,4,Have certificate,Full,9.5,2024
"Phường 4, Quận 3, Hồ Chí Minh",39,,,,,3,2,3,Have certificate,Full,6.8,2024
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",38,,,,,4,4,4,Have certificate,Full,7.9,2024
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",88,4.6,8,Đông,Đông,3,4,4,Have certificate,Full,9.9,2024
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",95,12,10,Nam,,3,3,4,Have certificate,Full,9.9,2024
"Đường 12, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",139,,30,Tây,Tây,1,3,2,Have certificate,Full,8.8,2024
"730, Đường Lạc Long Quân, Phường 9, Tân Bình, Hồ Chí Minh",65,5,5,,,2,3,2,Have certificate,,8.7,2024
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",97,5.2,8,Bắc,Bắc,4,4,5,Have certificate,Full,6.7,2024
"Đường  Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",35,,,,,4,4,4,Have certificate,Full,6.2,2024
"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",85,,7,Tây Nam,Tây Nam,4,5,6,Have certificate,Full,8.18,2024
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",59,4.1,5,,,2,4,3,Have certificate,Full,8.6,2024
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",55,,,,,4,4,4,Have certificate,Full,8.7,2024
"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",47,,,,,3,4,5,Have certificate,Basic,6.1,2024
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",100,5,5,,,,,,Have certificate,,5.4,2024
"Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",45,,,,,4,4,4,Have certificate,Full,7.5,2024
"Đường Trường Chinh, Phường 15, Tân Bình, Hồ Chí Minh",50,4,,,,5,5,5,Have certificate,Full,6.45,2024
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",44,3.7,5,,,3,3,,Have certificate,Full,6.2,2024
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44,,,,,4,4,,Have certificate,,9.6,2024
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",52,,3,,,2,2,2,Have certificate,,3.9,2024
"Đường 9, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",57,,,,,2,2,2,Have certificate,,4.3,2024
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",106,,,,,1,3,2,Have certificate,,9.3,2024
"1/, Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",80,4,7,,,4,4,5,Have certificate,,9,2024
"Hẻm 36/, Đường Lê Thị Hồng, Phường 17, Gò Vấp, Hồ Chí Minh",110,5,12,,,,3,2,,,10,2024
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",108,10,10,,,,,,Have certificate,,9,2024
"Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",57,5.6,3,,,3,3,3,Have certificate,Full,6.5,2024
"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",53,,,,,2,2,2,Have certificate,Basic,3.9,2024
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",58,4.4,5,,,3,4,3,Have certificate,Basic,6.4,2024
"Đường Kinh Dương Vương, Phường An Lạc A, Bình Tân, Hồ Chí Minh",67,,,Tây Bắc,Tây Bắc,3,4,4,Have certificate,Full,8.8,2024
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",64,4,,,,2,2,3,Have certificate,Full,4.9,2024
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",48,4,6,,,2,2,2,Have certificate,Basic,4.33,2024
"Đường Sơn Kỳ, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",56,,,,,2,3,2,Have certificate,Full,4.3,2024
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",82,,,,,2,2,2,Have certificate,Full,6.9,2024
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",67,5.1,4,,,2,3,2,Have certificate,Full,4.44,2024
"Phường 15, Tân Bình, Hồ Chí Minh",60,6,,,,5,7,8,Have certificate,,5,2024
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",59,,5,,,4,4,,Have certificate,,8.15,2024
"Đường Tây Sơn, Phường Tân Quý, Tân Phú, Hồ Chí Minh",56,,12,,,4,4,5,Have certificate,Full,6.5,2024
"Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh",60,,,,,2,3,3,Have certificate,,7.3,2024
"Đường Võ Thành Trang, Phường 11, Tân Bình, Hồ Chí Minh",81,4,,,,2,2,,Have certificate,,8.3,2024
"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Hồ Chí Minh",38,,,,,4,2,3,Have certificate,Full,4.45,2024
"Đường Nguyễn Oanh, Phường 6, Gò Vấp, Hồ Chí Minh",67.5,4.5,6,,,5,4,5,Have certificate,Full,8.5,2024
"Đường  Lý Thường Kiệt, Phường 10, Tân Bình, Hồ Chí Minh",48,,,,,5,7,4,Have certificate,Full,6.25,2024
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",53,4.5,6,,,4,4,5,Have certificate,Full,7.5,2024
"Đường Dương Cát Lợi, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",54,,4,,,1,2,1,Have certificate,Basic,2.85,2024
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",96,6,16,,,1,2,2,,,9.5,2024
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",60,,,,,4,4,5,,,9.5,2024
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",47.5,,,,,1,1,1,Have certificate,,4.95,2024
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",58,,,,,4,4,4,Have certificate,,6.4,2024
"Ehome 5-The Bridgeview, 167, Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",371,,,,,,,,,,8.5,2024
"Dự án Kikyo Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",194.4,,,,,,,,Sale contract,,7,2024
"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",104,,,,,,,,Have certificate,,7.8,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",36.8,4.85,6,,,3,3,2,Have certificate,Full,6.25,2024
"Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",54.1,6.25,7,Đông,Đông,3,4,3,Have certificate,Full,7.2,2024
"Phường Tân Quý, Tân Phú, Hồ Chí Minh",50,,,,,2,3,2,Have certificate,,4.85,2024
"Phường Tân Quý, Tân Phú, Hồ Chí Minh",65,4.3,,,,2,6,6,Have certificate,Basic,6.19,2024
"Phường 4, Gò Vấp, Hồ Chí Minh",81,6,3,Đông Nam,,3,3,3,Have certificate,Full,8.1,2024
"Phường 14, Gò Vấp, Hồ Chí Minh",83,4.2,,,,4,,,Have certificate,Full,8.15,2024
"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",87,,,,,2,4,2,Have certificate,,7.9,2024
"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",35.1,,,,,4,4,4,Have certificate,Basic,9,2024
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",96,4,5,,,3,4,3,Have certificate,Full,6,2024
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",86,,,,,2,3,2,Have certificate,,7.15,2024
"Đường Nguyễn Văn Đừng, Phường 6, Quận 5, Hồ Chí Minh",53.7,3.25,3,Tây,,3,4,4,Have certificate,,6.9,2024
"Đường Bùi Điền, Phường 4, Quận 8, Hồ Chí Minh",54,3.6,12,Tây,,1,,,Have certificate,,7.58,2024
"141, Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",40.7,3,4,Bắc,,2,3,2,Have certificate,,4.45,2024
"Đường Bà Điểm 4, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",81,5.4,8,Đông Bắc,,3,3,3,Have certificate,,4.5,2024
"Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",34,,3,Bắc,Bắc,4,5,6,Have certificate,,7.9,2024
"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",46.8,4,4,,,2,2,2,Have certificate,Basic,3.3,2024
"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",67,,,,,3,5,,,,5.85,2024
"Đường 12, Phường Phước Bình, Quận 9, Hồ Chí Minh",88,4,20,,,3,4,5,Have certificate,Full,9.1,2024
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",94,4,6,Tây Nam,,3,3,4,Have certificate,Full,7.7,2024
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",50.6,4.6,,,,6,4,,Have certificate,Full,6.5,2024
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",64,,,,,3,4,,Have certificate,Full,7.5,2024
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",55,4.5,6,,,4,4,5,Have certificate,Full,7.85,2024
"Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",72,4,,,,1,3,1,Have certificate,,6.5,2024
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",72,4,7,Đông,Đông,3,4,3,Have certificate,,6.5,2024
"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",50,,,,,4,4,3,Have certificate,,5.9,2024
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",60.2,4,8,,,5,4,5,Have certificate,,6.9,2024
"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",62,4,8,Đông,,3,4,,Have certificate,Full,7.39,2024
"Phường 15, Tân Bình, Hồ Chí Minh",50,,5,,,2,2,2,Have certificate,Full,4.01,2024
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",82,8,7,,,1,1,1,Have certificate,,7.3,2024
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",30.45,3.5,6,,,2,2,2,Sale contract,Full,1.55,2024
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",36,,,,,3,4,3,,,2.68,2024
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",52,4,6,,,3,4,,Have certificate,,4.49,2024
"Phường Tân Quy, Quận 7, Hồ Chí Minh",80,,,,,1,,,Have certificate,Full,9.3,2024
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",74,3.9,,,,1,1,1,Have certificate,,4.99,2024
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56,,6,Bắc,,3,4,3,Have certificate,Full,5.4,2024
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,10,,,3,3,3,Have certificate,Full,7.1,2024
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85,4,6,,,4,4,5,Have certificate,,6.5,2024
"Đường Lê Thị Hoa, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",120,5,8,,,3,5,4,Have certificate,Full,6.49,2024
"Đường Phạm Ngũ Lão, Phường 7, Gò Vấp, Hồ Chí Minh",45,3,3,Đông Bắc,,3,4,3,Have certificate,Full,6.19,2024
"Đường Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100,7,7,,,2,3,2,Have certificate,Basic,4.9,2024
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",35,,3,,,3,3,3,Have certificate,,5.5,2024
"Đường Số 30, Phường 6, Gò Vấp, Hồ Chí Minh",43,7.8,4,,,5,3,4,Have certificate,Full,7.5,2024
"Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",56,4,6,,,3,4,3,Have certificate,Full,6.3,2024
"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",45,,3,,,4,4,,Have certificate,Basic,5.7,2024
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",36,,,,,2,2,2,Have certificate,Full,2.25,2024
"Đường Hưng Nhơn, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh.",100,5,12,,,2,3,2,Have certificate,Full,1.6,2024
"Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",73.2,4,6,Đông Bắc,,1,,,Have certificate,,4.85,2024
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",54.6,,5,,,3,4,5,,Full,4.45,2024
"Phường An Lạc, Bình Tân, Hồ Chí Minh",60,4,10,,,2,2,2,,,5.7,2024
